7,7,6,7,2,6,2,3,4,6,5,4,5,3,5,5,4,5,4,4,2,5,4,2,3,2,2,3,5,3,3,4,4,7,5,3,2,7,6,5,2,3,2,6,3,5,7,5,3,4,4,5,4,7,6,6,4,7,4,6,3,3,5,4,7,2,3,4,5,3,3,7,3,5,7,2,4,6,7,5,6,6,7,5,7,2,4,4,7,5
5,5,4,5,3,6,6,7,4,6,4,2,6,2,5,2,4,7,3,4,4,3,5,3,7,7,3,2,2,5,4,7,6,3,7,3,2,6,3,2,5,2,3,3,7,7,5,7,6,5,6,6,5,6,7,3,3,7,5,7,3,6,6,3,6,2,2,6,3,3,7,3,6,7,2,6,2,5,7,5,6,2,3,7,3,3,6,2,3,6
6,4,7,3,4,3,6,4,5,7,6,6,3,5,3,4,3,4,5,3,6,7,3,6,4,4,7,2,2,5,4,5,7,4,3,4,2,6,4,6,2,5,7,6,3,2,7,6,5,4,3,7,2,3,3,6,2,6,3,7,2,4,5,4,6,3,3,6,7,5,5,7,2,2,6,6,5,6,2,2,5,6,3,3,3,7,2,5,7,6
2,7,2,2,6,6,6,5,3,5,6,5,3,4,4,2,5,4,7,7,7,5,5,3,3,5,4,2,2,5,2,2,5,6,3,4,2,5,7,4,4,3,7,2,3,3,3,7,5,4,3,7,5,7,2,3,2,6,3,3,3,6,5,7,4,2,3,3,3,7,4,6,4,2,3,2,3,6,6,5,6,6,6,5,4,3,7,7,5,4
7,4,7,5,5,7,3,7,7,4,7,7,6,3,7,3,2,2,6,6,2,6,3,7,3,3,6,3,4,2,6,4,2,3,4,2,5,5,7,2,6,3,4,3,6,6,3,3,4,7,7,7,7,2,2,5,4,2,4,4,3,3,4,7,7,6,2,3,2,7,6,5,2,5,5,4,4,2,4,6,2,5,7,5,5,2,4,3,6,3
6,3,6,5,6,4,7,4,5,3,7,6,7,2,4,2,4,7,5,2,2,7,7,5,4,3,3,7,4,3,6,5,2,7,7,5,5,6,2,5,3,5,5,3,7,4,5,5,3,3,6,6,4,5,3,4,2,5,5,3,2,11,10,12,4,4,7,4,2,6,4,6,4,3,6,6,7,3,5,7,7,3,3,2,5,2,3,5,7,3
7,4,3,3,4,3,2,4,5,2,6,6,6,6,5,2,5,5,4,4,2,6,3,5,5,4,5,7,3,5,6,2,5,6,6,7,7,5,6,7,5,3,6,2,3,2,5,5,6,7,7,2,2,2,4,5,2,6,2,7,2,14,16,15,3,4,7,5,3,4,5,2,3,5,3,7,3,2,3,4,5,5,5,5,4,4,3,2,5,5
7,5,7,5,3,2,3,3,2,5,2,6,2,5,5,7,2,2,7,3,6,7,7,2,6,4,6,5,4,6,6,5,5,5,4,6,5,7,5,7,5,2,3,3,6,4,3,7,2,3,5,7,4,4,7,5,7,6,7,2,11,14,16,15,10,10,10,12,2,2,2,5,7,3,3,7,7,5,2,7,7,3,5,7,5,2,3,3,5,6
4,7,7,2,4,3,3,3,6,5,6,5,3,4,5,5,7,2,6,6,2,6,4,4,5,4,6,3,3,5,3,7,5,5,4,6,7,7,7,4,7,2,11,10,10,10,10,10,10,10,10,10,10,10,10,12,6,6,7,2,14,17,18,13,16,11,10,10,10,10,12,3,6,3,6,2,4,6,7,7,6,2,3,6,7,3,6,7,4,2
4,3,4,2,3,4,4,4,4,4,6,5,7,4,7,3,7,2,5,5,4,6,3,7,5,3,7,3,4,5,6,5,6,4,2,3,2,5,7,3,7,2,14,16,16,16,16,16,16,16,16,16,16,16,16,15,4,6,6,7,17,18,18,18,18,14,16,16,16,16,15,4,3,6,3,2,7,3,6,5,2,2,5,2,5,3,3,6,2,5
6,5,6,7,5,2,6,6,5,6,6,6,2,6,5,5,4,3,5,5,6,7,4,7,7,7,6,7,6,7,3,5,2,6,4,3,6,2,7,2,2,5,14,16,16,16,16,16,16,16,16,16,16,16,16,15,2,6,7,6,5,2,4,6,3,14,16,16,16,16,15,6,7,6,2,7,3,5,4,4,5,6,2,4,6,3,2,7,7,5
2,7,2,5,6,7,6,3,5,11,10,10,12,2,7,7,6,6,2,2,2,4,7,7,7,4,3,6,2,2,7,3,7,5,2,3,2,6,5,7,3,5,17,18,18,18,18,18,11,10,12,18,18,18,18,13,7,3,3,7,6,2,4,2,5,17,18,18,18,18,13,5,7,5,6,4,7,5,3,3,2,3,5,4,2,2,4,6,5,4
3,6,3,2,5,4,6,4,3,17,18,18,13,7,6,3,6,2,3,2,3,3,4,5,5,6,5,3,6,4,5,3,2,4,3,3,2,4,6,5,4,3,5,4,2,5,5,7,14,16,15,5,5,4,3,6,4,6,4,2,2,2,5,2,4,7,4,3,6,7,2,7,4,7,2,3,7,3,3,2,3,3,4,4,2,4,6,4,3,2
3,2,7,2,4,5,2,5,6,4,7,5,7,6,3,4,5,2,4,3,2,6,2,2,2,4,6,3,4,2,4,2,3,3,7,5,2,7,6,6,4,7,7,5,2,3,5,6,17,18,13,3,2,4,3,3,3,7,6,4,6,4,7,2,2,6,6,2,4,6,7,2,5,7,3,3,6,5,2,3,3,5,6,5,6,3,2,4,5,5
6,6,4,6,7,4,3,7,4,4,5,7,6,2,4,4,7,7,4,3,7,4,11,10,10,10,10,12,4,5,3,2,4,2,2,2,7,5,3,5,5,4,7,7,4,6,5,3,4,3,6,4,6,7,5,3,2,5,4,6,6,4,2,6,4,7,6,2,5,5,6,7,3,2,6,7,2,5,4,3,5,6,6,3,7,3,5,4,5,4
6,6,2,3,7,6,2,2,6,7,3,3,2,2,6,7,3,4,2,3,3,4,14,16,16,16,16,15,4,7,3,6,5,6,4,5,6,6,2,4,4,6,2,3,2,4,2,6,6,7,5,4,3,2,3,6,2,5,2,6,4,6,6,5,7,6,5,6,5,7,2,3,6,6,2,5,6,6,6,2,4,5,4,7,6,6,5,3,5,6
3,4,4,3,4,4,6,4,7,2,2,4,7,2,3,4,7,3,2,7,2,2,17,18,18,18,18,13,2,7,2,7,3,2,3,3,6,5,4,5,4,2,6,7,6,2,7,5,6,4,7,3,2,2,2,6,6,7,4,4,2,6,3,2,7,2,7,2,3,5,2,5,4,3,2,4,6,5,5,6,6,4,7,4,2,3,7,7,7,6
3,4,4,3,5,5,6,4,5,3,7,7,6,3,2,4,4,2,5,2,7,7,6,5,6,4,5,2,2,6,7,7,7,6,3,5,7,4,5,4,6,4,7,3,7,3,5,5,2,7,5,2,6,6,4,3,3,5,7,2,5,7,5,7,7,3,4,3,2,6,4,6,4,2,3,3,2,5,5,7,2,2,3,2,2,7,6,5,4,4
6,3,2,6,7,6,5,7,2,5,6,2,6,4,3,5,5,4,7,4,2,3,3,5,5,7,2,2,4,4,7,4,5,7,3,7,11,10,12,5,2,5,6,7,5,7,6,5,2,7,5,4,5,4,7,3,7,3,3,7,7,3,6,7,5,3,2,2,7,3,7,2,5,3,3,7,2,3,4,5,2,3,7,4,6,5,5,7,2,7
5,4,7,2,7,3,5,3,6,2,7,2,3,6,5,7,6,2,7,4,3,2,6,3,6,3,2,5,2,7,2,2,6,3,4,6,14,16,15,10,10,10,10,10,10,10,12,3,5,5,4,4,4,5,2,4,3,4,2,6,4,6,4,5,3,6,7,7,6,3,6,2,3,5,3,4,5,3,2,2,2,3,3,5,5,2,7,4,3,6
6,7,3,2,2,5,2,6,2,2,11,10,12,3,3,4,5,2,4,7,3,7,2,3,2,3,11,12,3,3,6,4,4,7,3,4,14,16,15,16,16,11,10,10,12,16,15,3,6,2,2,4,3,6,2,5,2,7,5,6,4,7,6,2,6,4,5,2,3,5,5,4,4,6,3,7,6,2,5,4,2,4,7,4,6,7,3,5,2,5
3,2,3,6,2,5,3,2,5,3,14,16,15,3,4,2,2,7,3,5,3,5,3,2,7,5,14,15,7,4,3,3,7,5,4,5,17,18,13,16,16,17,18,18,13,16,15,2,3,7,6,6,7,4,5,7,4,5,2,7,6,5,4,3,3,3,5,7,6,2,7,3,2,2,7,4,2,2,2,6,5,4,6,2,3,3,5,6,5,7
5,6,5,7,2,4,3,6,3,7,14,16,15,2,7,6,2,5,2,2,5,4,2,4,5,2,17,13,3,6,7,4,3,3,6,6,4,3,14,16,16,16,16,16,16,16,15,7,2,7,4,3,5,4,3,7,3,2,2,7,3,3,7,6,3,2,2,6,3,7,5,2,7,2,2,7,6,7,2,4,4,6,6,7,6,6,3,4,5,2
5,3,5,7,2,5,6,4,5,2,14,16,15,7,5,7,9,9,5,5,7,5,7,7,5,5,8,5,5,5,5,6,5,8,5,5,7,5,17,18,18,18,18,18,18,18,13,9,7,8,5,5,6,9,8,7,6,5,6,8,8,8,2,2,2,2,3,7,4,7,6,3,7,5,3,3,2,7,2,2,4,3,4,2,4,5,3,3,5,7
5,7,2,7,6,7,3,11,10,10,12,16,15,6,4,7,4,3,5,5,3,4,3,6,6,2,7,6,5,6,7,3,5,7,3,5,6,5,3,6,5,5,7,5,5,5,3,3,2,6,4,2,5,7,5,3,2,5,7,5,3,9,4,7,3,6,6,3,2,5,3,5,6,2,7,7,4,2,2,6,2,3,3,2,3,3,3,7,3,2
5,2,2,4,5,6,6,14,16,16,15,16,15,7,2,6,6,2,2,6,4,4,2,4,6,7,4,7,2,2,4,7,4,4,7,5,2,3,7,4,5,5,5,7,6,6,5,5,3,2,6,5,4,7,3,5,7,2,7,2,3,9,6,4,6,7,6,5,6,6,4,5,2,7,6,5,4,4,7,5,5,3,6,4,7,6,4,4,3,7
6,7,7,6,6,7,3,14,16,16,15,16,15,4,6,4,7,5,3,2,4,5,2,5,2,6,6,4,2,4,4,2,6,6,4,7,4,5,6,2,6,5,2,4,5,3,6,4,6,6,5,5,6,5,6,3,5,3,6,3,4,9,3,4,6,7,3,5,3,4,2,2,2,4,4,6,3,3,3,5,3,6,7,4,2,6,5,6,6,2
5,7,7,5,2,4,5,17,18,18,13,16,15,2,7,2,6,4,4,4,7,5,2,2,2,6,7,4,7,6,5,5,4,5,6,3,6,7,7,5,5,4,4,2,3,4,7,6,4,4,4,5,3,5,5,7,7,7,2,6,7,9,2,5,3,3,3,7,4,3,3,7,6,7,7,5,3,7,4,5,3,6,5,5,3,2,5,7,2,2
4,3,4,7,3,4,6,3,2,2,14,16,15,3,6,7,5,7,5,4,4,5,4,6,2,7,2,5,5,3,5,3,6,5,5,6,4,5,3,6,5,3,7,5,7,7,2,3,6,7,3,3,6,6,7,4,2,4,3,3,6,9,6,7,3,6,2,6,5,2,2,2,3,3,2,4,7,3,3,3,7,4,7,4,7,6,2,2,6,6
2,4,6,4,5,2,7,6,6,3,14,16,15,6,6,5,5,2,3,5,6,2,6,6,6,3,3,7,2,6,3,5,6,5,2,7,5,3,6,2,2,2,6,2,5,3,3,7,7,7,3,6,4,4,2,7,6,6,5,5,4,9,2,4,4,3,7,2,6,4,6,2,4,4,5,4,3,6,7,2,6,5,4,4,7,3,2,6,5,7
